analysis,roi,n,pearson_r,pearson_p,spearman_rho,spearman_p,pearson_q_fdr,spearman_q_fdr
shape_only,Right_Hippocampus,96,-0.05969169842957148,0.5634592613188473,-0.08254788584445731,0.423958926751412,0.8338493675584497,0.6208381139055147
shape_only,Left_Thalamus,96,-0.055539022730080316,0.5909527876004387,-0.07534657087557638,0.465628585429136,0.8338493675584497,0.6208381139055147
shape_only,Right_Thalamus,96,0.0028401261676916853,0.9780904785244886,-0.11251351385461512,0.27508292810191726,0.9780904785244886,0.6208381139055147
shape_only,Left_Hippocampus,96,0.05045897916233201,0.6253870256688373,0.015520802867500195,0.8806942866883415,0.8338493675584497,0.8806942866883415
