roi,feature_base,feature_name,n,mean_pre,mean_post,mean_delta,median_delta,sd_delta,t_stat,p_ttest,w_stat,p_wilcoxon,cohens_d_paired,rank_biserial,q_ttest_fdr,q_wilcoxon_fdr,abs_mean_delta
Left_Hippocampus,Left_Hippocampus_original_firstorder_Energy,original_firstorder_Energy,96,33697074.697916664,33577888.135416664,-119186.5625,-152035.0,2126597.763851328,-0.5491330185405882,0.5842026141958812,2188.0,0.6089285259988455,-0.05604565401411399,0.06013745704467355,0.8497492570121907,0.9169747215041438,119186.5625
Left_Hippocampus,Left_Hippocampus_original_firstorder_TotalEnergy,original_firstorder_TotalEnergy,96,33697074.697916664,33577888.135416664,-119186.5625,-152035.0,2126597.763851328,-0.5491330185405882,0.5842026141958812,2188.0,0.6089285259988455,-0.05604565401411399,0.06013745704467355,0.8497492570121907,0.9169747215041438,119186.5625
Right_Thalamus,Right_Thalamus_original_shape_Maximum2DDiameterSlice,original_shape_Maximum2DDiameterSlice,96,25.76879095375971,25.661071745258486,-0.10771920850122296,0.0,0.9753329692253389,-1.082121099767754,0.2819378562880745,1633.0,0.6174854042946855,-0.11044352226376523,0.06310958118187038,0.7511187893877082,0.9190480436013924,0.10771920850122296
Left_Thalamus,Left_Thalamus_original_firstorder_Entropy,original_firstorder_Entropy,96,1.1810200177205845,1.179151005733206,-0.0018690119873786826,-0.0016792774612726102,0.07570975360707372,-0.24187772243892983,0.8093962714229935,2207.0,0.6583650296650801,-0.024686541671746467,0.05197594501718217,0.9318835584598261,0.9506679860498009,0.0018690119873786826
Left_Thalamus,Left_Thalamus_original_shape_Maximum2DDiameterColumn,original_shape_Maximum2DDiameterColumn,96,37.90679441765249,37.89914487067844,-0.007649546974050366,0.0,0.7751697999584092,-0.09668842543081428,0.9231775170057148,1852.5,0.6606820459512989,-0.009868221097443158,0.05388151174668032,0.9817047970659702,0.9506679860498009,0.007649546974050366
Right_Hippocampus,Right_Hippocampus_original_shape_Flatness,original_shape_Flatness,96,0.19380170377992387,0.19382963394132804,2.7930161404166737e-05,0.00045976470815500825,0.004482854554513233,0.06104560658110737,0.9514511317502272,2208.0,0.6610113340502521,0.006230441131766656,0.05154639175257736,0.9821431037421701,0.9506679860498009,2.7930161404166737e-05
Right_Hippocampus,Right_Hippocampus_original_firstorder_MeanAbsoluteDeviation,original_firstorder_MeanAbsoluteDeviation,96,10.007849463372033,10.104996045753621,0.0971465823815889,-0.033259460573301425,1.2311073484449087,0.7731561586102953,0.4413494903817624,2223.0,0.7011988593123037,0.0789099200035651,0.045103092783505105,0.7647169168558787,0.9525250593285407,0.0971465823815889
Right_Thalamus,Right_Thalamus_original_shape_MajorAxisLength,original_shape_MajorAxisLength,96,34.59307943659356,34.62720686429922,0.03412742770565683,0.0169288466434665,0.39934114911416224,0.8373270252566242,0.40451031167320395,2213.0,0.6743059413101986,0.08545933165505216,0.04939862542955331,0.7647169168558787,0.9525250593285407,0.03412742770565683
Right_Hippocampus,Right_Hippocampus_original_firstorder_InterquartileRange,original_firstorder_InterquartileRange,96,14.0625,14.203125,0.140625,0.0,2.1599867506903587,0.6378918666399983,0.5250786647567958,1148.0,0.7191761238094394,0.06510456601414545,0.049275362318840554,0.8097598685406007,0.9525250593285407,0.140625
Left_Hippocampus,Left_Hippocampus_original_firstorder_90Percentile,original_firstorder_90Percentile,96,102.8,102.58749999999999,-0.212500000000006,0.0,3.511852112939538,-0.5928684393327146,0.5546779143699219,1908.5,0.6983349076124725,-0.060509381706889805,0.04694132334581769,0.8352796828158824,0.9525250593285407,0.212500000000006
Right_Thalamus,Right_Thalamus_original_firstorder_RootMeanSquared,original_firstorder_RootMeanSquared,96,94.62697718820527,94.69479934518854,0.06782215698327398,0.004770756656974129,1.5780406020802094,0.4211036842650669,0.6746305629974299,2231.0,0.7229880701430065,0.04297871480231197,0.04166666666666663,0.9150611752089685,0.9525250593285407,0.06782215698327398
Right_Thalamus,Right_Thalamus_original_shape_VoxelVolume,original_shape_VoxelVolume,96,7515.34375,7520.677083333333,5.333333333333333,17.0,190.55694917056417,0.2742265837421717,0.7845059063831706,2236.0,0.7367186005744182,0.027988133503121737,0.03951890034364258,0.9318835584598261,0.9525250593285407,5.333333333333333
Right_Thalamus,Right_Thalamus_original_shape_MeshVolume,original_shape_MeshVolume,96,7483.178385416667,7488.342013888888,5.163628472222238,13.60416666666697,190.87752832732983,0.26505487762941804,0.7915414537261856,2234.0,0.731218417340822,0.02705205016782958,0.0403780068728522,0.9318835584598261,0.9525250593285407,5.163628472222238
Right_Thalamus,Right_Thalamus_original_firstorder_Variance,original_firstorder_Variance,96,122.83440346173204,123.40123257123044,0.5668291094983943,0.2401759661568832,19.23102038849428,0.28879218295830633,0.7733696371100538,2231.0,0.7229880701430065,0.029474728748013927,0.04166666666666663,0.9318835584598261,0.9525250593285407,0.5668291094983943
Left_Hippocampus,Left_Hippocampus_original_firstorder_Kurtosis,original_firstorder_Kurtosis,96,9.848438753338232,9.788270807803507,-0.06016794553472419,-0.17532111382359972,2.518001043548133,-0.23412343820790246,0.8153929664724374,2217.0,0.6850155848975339,-0.023895123351474513,0.04768041237113407,0.9318835584598261,0.9525250593285407,0.06016794553472419
Left_Thalamus,Left_Thalamus_original_shape_MajorAxisLength,original_shape_MajorAxisLength,96,35.29652741026994,35.29324746362363,-0.003279946646309891,0.003689157124380671,0.37335331207779554,-0.08607606154395737,0.9315871095107329,2235.0,0.7339688100972548,-0.008785101243795715,0.03994845360824739,0.9817047970659702,0.9525250593285407,0.003279946646309891
Left_Thalamus,Left_Thalamus_original_firstorder_Maximum,original_firstorder_Maximum,96,202.47916666666666,202.89583333333334,0.4166666666666667,1.0,28.186098352749664,0.14484029870137624,0.8851438092381475,2147.5,0.7485199401796505,0.014782701083778034,0.03807390817469203,0.9714460934552912,0.9581055234299527,0.4166666666666667
Right_Thalamus,Right_Thalamus_original_shape_LeastAxisLength,original_shape_LeastAxisLength,96,15.42765013120082,15.446507102327784,0.01885697112696307,-0.017218650516915623,0.25952713991997456,0.7119094730469776,0.47826547121777785,2256.0,0.792465504918269,0.07265895633411455,0.030927835051546393,0.7848459014855842,0.9581183974432006,0.01885697112696307
Right_Thalamus,Right_Thalamus_original_firstorder_Energy,original_firstorder_Energy,96,67318177.8125,67436718.96875,118541.15625,63424.0,3126812.358974839,0.37145221778160376,0.7111278916294825,2259.0,0.8009270978626755,0.037911183224587565,0.029639175257731964,0.9150611752089685,0.9581183974432006,118541.15625
Right_Thalamus,Right_Thalamus_original_firstorder_TotalEnergy,original_firstorder_TotalEnergy,96,67318177.8125,67436718.96875,118541.15625,63424.0,3126812.358974839,0.37145221778160376,0.7111278916294825,2259.0,0.8009270978626755,0.037911183224587565,0.029639175257731964,0.9150611752089685,0.9581183974432006,118541.15625
Right_Thalamus,Right_Thalamus_original_firstorder_Minimum,original_firstorder_Minimum,96,31.875,32.1875,0.3125,1.0,8.35692275270849,0.366386320549226,0.7148915431320066,2163.5,0.7945018904167787,0.0373941472533916,0.030907054871220585,0.9150611752089685,0.9581183974432006,0.3125
Right_Thalamus,Right_Thalamus_original_firstorder_10Percentile,original_firstorder_10Percentile,96,82.71875,82.63333333333334,-0.08541666666666596,0.0,2.0358357480362836,-0.4110886628541491,0.6819333796973782,1406.0,0.7647034948025735,-0.04195656095982043,0.038961038961038974,0.9150611752089685,0.9581183974432006,0.08541666666666596
Right_Thalamus,Right_Thalamus_original_firstorder_Mean,original_firstorder_Mean,96,93.97526044511669,94.04072419275468,0.0654637476380134,0.11201918068007188,1.5842100936573795,0.4048775576054123,0.6864777404112128,2250.0,0.7756163750557019,0.04132264268489844,0.03350515463917525,0.9150611752089685,0.9581183974432006,0.0654637476380134
Left_Thalamus,Left_Thalamus_original_firstorder_Variance,original_firstorder_Variance,96,133.257468533793,132.61246917975802,-0.6449993540349549,-0.7869161276435861,19.13107228144126,-0.33033575506231333,0.7418736667891219,2243.0,0.7560922437449658,-0.0337147518208197,0.036512027491408916,0.9318835584598261,0.9581183974432006,0.6449993540349549
Right_Thalamus,Right_Thalamus_original_shape_SurfaceVolumeRatio,original_shape_SurfaceVolumeRatio,96,0.32990190253588886,0.3297105948352028,-0.0001913077006859814,6.36644792945118e-06,0.004393441174797561,-0.4266416523192329,0.670605623749183,2266.0,0.8207602450156196,-0.043543931300001164,0.026632302405498298,0.9150611752089685,0.9727528829814751,0.0001913077006859814
Right_Thalamus,Right_Thalamus_original_shape_Sphericity,original_shape_Sphericity,96,0.750985496093656,0.7511019900753627,0.00011649398170660481,-5.3509734224022054e-05,0.006078619136620352,0.18777344450960404,0.8514547417031062,2270.0,0.8321460211750145,0.01916454692888922,0.02491408934707906,0.956019359105242,0.9771989973431362,0.00011649398170660481
Right_Hippocampus,Right_Hippocampus_original_firstorder_Energy,original_firstorder_Energy,96,34117873.458333336,34197186.645833336,79313.1875,-33076.5,1898219.353272298,0.40938754293865875,0.6831768494255601,2278.0,0.8550212214541975,0.04178294113547719,0.021477663230240585,0.9150611752089685,0.9859704175327683,79313.1875
Right_Hippocampus,Right_Hippocampus_original_firstorder_TotalEnergy,original_firstorder_TotalEnergy,96,34117873.458333336,34197186.645833336,79313.1875,-33076.5,1898219.353272298,0.40938754293865875,0.6831768494255601,2278.0,0.8550212214541975,0.04178294113547719,0.021477663230240585,0.9150611752089685,0.9859704175327683,79313.1875
Left_Hippocampus,Left_Hippocampus_original_firstorder_MeanAbsoluteDeviation,original_firstorder_MeanAbsoluteDeviation,96,10.609286209362095,10.691663009128296,0.08237679976620339,-0.026342572737377168,1.4224814236057344,0.5674060067769183,0.5717767951238862,2284.0,0.8722590570552183,0.05791063306640099,0.018900343642611728,0.8497492570121907,0.9880456575492739,0.08237679976620339
Left_Thalamus,Left_Thalamus_original_firstorder_InterquartileRange,original_firstorder_InterquartileRange,96,11.197916666666666,11.21875,0.020833333333333332,0.0,1.0050312031465718,0.2031022963196123,0.83948945987525,807.0,0.8691992110621158,0.020729041315441666,0.023593466424682408,0.9509261138409912,0.9880456575492739,0.020833333333333332
Right_Thalamus,Right_Thalamus_original_shape_Maximum3DDiameter,original_shape_Maximum3DDiameter,96,38.68871753627451,38.71798324469547,0.02926570842095666,-0.05480996890970147,0.5657576481059464,0.5068322298949627,0.6134469381738239,2197.0,0.8935068164935605,0.051728347851651535,0.015901455767077244,0.8822607650140388,0.9900510951925515,0.02926570842095666
Left_Hippocampus,Left_Hippocampus_original_firstorder_Variance,original_firstorder_Variance,96,250.44104758766176,253.07441261467685,2.6333650270150923,-2.1355971026170693,69.79064422132747,0.36970001894358345,0.7124288646797335,2288.0,0.8837852675252414,0.03773235017954393,0.01718213058419249,0.9150611752089685,0.9900510951925515,2.6333650270150923
Right_Hippocampus,Right_Hippocampus_original_firstorder_Variance,original_firstorder_Variance,96,215.95335553596883,217.22169376158752,1.2683382256186462,-5.624862895316539,49.05650844129099,0.25332267401384845,0.8005662708913478,2296.0,0.9069092279090939,0.02585463715047202,0.013745704467353903,0.9318835584598261,0.9900510951925515,1.2683382256186462
Left_Thalamus,Left_Thalamus_original_firstorder_Uniformity,original_firstorder_Uniformity,96,0.5285036697314082,0.528362637728389,-0.00014103200301905303,0.0007550920252900051,0.04239164741531308,-0.032596652016363754,0.9740646277671962,2296.0,0.9069092279090939,-0.0033268818651314837,0.013745704467353903,0.9895259710650881,0.9900510951925515,0.00014103200301905303
Left_Thalamus,Left_Thalamus_original_firstorder_MeanAbsoluteDeviation,original_firstorder_MeanAbsoluteDeviation,96,7.698725017977946,7.699627787503876,0.00090276952593026,0.024766025624832544,0.44600719788757776,0.019832188398186335,0.9842188345223777,2298.0,0.9127033533806335,0.0020241142524292073,0.012886597938144284,0.9919685891249161,0.9900510951925515,0.00090276952593026
Right_Thalamus,Right_Thalamus_original_shape_Flatness,original_shape_Flatness,96,0.4468123953464887,0.4469476422606269,0.00013524691413815092,-0.0004941331255979842,0.010066850873501922,0.13163438421303822,0.8955518674040965,2301.0,0.9214031540092773,0.013434878080309043,0.011597938144329856,0.9714460934552912,0.9910376249853026,0.00013524691413815092
Left_Thalamus,Left_Thalamus_original_firstorder_Median,original_firstorder_Median,96,95.55208333333333,95.55208333333333,0.0,0.0,1.5559732104309982,0.0,1.0,1263.0,0.9290977734237211,0.0,0.011737089201877882,1.0,0.9910376249853026,0.0
Right_Hippocampus,Right_Hippocampus_original_shape_Maximum2DDiameterSlice,original_shape_Maximum2DDiameterSlice,96,24.508041526623213,24.562092902537845,0.0540513759146356,0.0,1.1148406515541684,0.4750393366142321,0.6358492622163741,1941.5,0.94526470393619,0.04848349926896196,0.008426966292134797,0.9043189507077319,0.9919740374577333,0.0540513759146356
Right_Thalamus,Right_Thalamus_original_shape_SurfaceArea,original_shape_SurfaceArea,96,2462.07181232698,2463.024294525228,0.9524821982478832,1.3112652917247942,39.862077192872526,0.23411678859614762,0.8153981136523478,2323.0,0.9854222202548423,0.02389444467831672,0.0021477663230240474,0.9318835584598261,0.9919740374577333,0.9524821982478832
Left_Thalamus,Left_Thalamus_original_shape_Maximum3DDiameter,original_shape_Maximum3DDiameter,96,39.30790734697704,39.32149229199248,0.013584945015438091,0.0,0.4361201723606034,0.3052019657010944,0.7608800248098181,2045.0,0.9919740374577333,0.03114954518592059,0.0012210012210012167,0.9318835584598261,0.9919740374577333,0.013584945015438091
Right_Hippocampus,Right_Hippocampus_original_firstorder_90Percentile,original_firstorder_90Percentile,96,101.77916666666665,101.82083333333333,0.04166666666666637,0.0,2.904032284388715,0.1405798043838877,0.8884995495071724,1528.5,0.9519833474099518,0.014347866203366607,0.007789678675754641,0.9714460934552912,0.9919740374577333,0.04166666666666637
Left_Hippocampus,Left_Hippocampus_original_firstorder_Maximum,original_firstorder_Maximum,96,198.46875,198.75,0.28125,-0.5,26.125487907808584,0.10547844964102805,0.916218564693861,2180.0,0.9831833266508287,0.010765349186682094,0.002516586593456882,0.9817047970659702,0.9919740374577333,0.28125
Left_Thalamus,Left_Thalamus_original_firstorder_Range,original_firstorder_Range,96,172.21875,171.97916666666666,-0.23958333333333334,-2.0,30.960669376575403,-0.07581966790237608,0.9397220086945823,2273.0,0.9792677436266984,-0.007738312451170716,0.0030701754385964453,0.9817047970659702,0.9919740374577333,0.23958333333333334
Left_Thalamus,Left_Thalamus_original_firstorder_90Percentile,original_firstorder_90Percentile,96,104.79166666666667,104.80208333333333,0.010416666666666666,0.0,1.4326625317305404,0.07123943731025269,0.9433569534305808,1069.0,0.9809477663405901,0.007270844623879551,0.0032634032634032417,0.9817047970659702,0.9919740374577333,0.010416666666666666
Left_Hippocampus,Left_Hippocampus_original_shape_Elongation,original_shape_Elongation,96,0.4729397357587281,0.47289321967949727,-4.651607923067576e-05,-0.0020798264619379947,0.009596937195295979,-0.047490426010447964,0.9622220551172351,2315.0,0.9621099161198811,-0.0048469713080414875,0.005584192439862523,0.9853153844400487,0.9919740374577333,4.651607923067576e-05
