roi,delta_feature,feature_name,n,pearson_r,pearson_p,spearman_rho,spearman_p,spearman_q_fdr,pearson_q_fdr
Right_Thalamus,Right_Thalamus_original_firstorder_RootMeanSquared_delta,original_firstorder_RootMeanSquared,96,-0.003550839024333039,0.9726097497670024,-0.014465922745105528,0.8887491613900504,0.9730031811318856,0.988047999763304
Right_Thalamus,Right_Thalamus_original_firstorder_Uniformity_delta,original_firstorder_Uniformity,96,0.00957025259498398,0.9262668504825443,-0.009515018703999891,0.9266912113503868,0.9730031811318856,0.988047999763304
Right_Thalamus,Right_Thalamus_original_shape_Elongation_delta,original_shape_Elongation,96,0.0021504467294648603,0.9834099816547177,-0.08040999546307079,0.4361001336885383,0.9730031811318856,0.9911533673370383
Left_Hippocampus,Left_Hippocampus_original_shape_Maximum3DDiameter_delta,original_shape_Maximum3DDiameter,96,0.0008332859526883896,0.9935710742741758,0.04040894122186502,0.6958722997672602,0.9730031811318856,0.9935710742741758
Left_Hippocampus,Left_Hippocampus_original_shape_MeshVolume_delta,original_shape_MeshVolume,96,0.038686574817973524,0.7082374792164087,-0.0076373320861373864,0.9411288721192362,0.9793861433435954,0.9598185392784896
Right_Hippocampus,Right_Hippocampus_original_firstorder_Entropy_delta,original_firstorder_Entropy,96,0.06463007354600718,0.5315758894908155,0.001258823612724302,0.9902881201709102,0.9938146911147565,0.9598185392784896
Left_Thalamus,Left_Thalamus_original_firstorder_Kurtosis_delta,original_firstorder_Kurtosis,96,-0.018797067886831005,0.855758230997959,0.004514886923849173,0.9651774858629422,0.9938146911147565,0.9638296846025831
Right_Hippocampus,Right_Hippocampus_original_shape_Elongation_delta,original_shape_Elongation,96,-0.02279415759052996,0.8255290775477395,-0.002735655784076835,0.9788962035818181,0.9938146911147565,0.9638296846025831
Right_Thalamus,Right_Thalamus_original_firstorder_Entropy_delta,original_firstorder_Entropy,96,-0.02011365666087634,0.8457758721950074,0.0014979297738004266,0.9884435223666088,0.9938146911147565,0.9638296846025831
Right_Thalamus,Right_Thalamus_original_firstorder_Skewness_delta,original_firstorder_Skewness,96,0.008534170951791736,0.9342303525789629,-0.0008017088930199467,0.9938146911147565,0.9938146911147565,0.988047999763304
