term,beta,p_value,std_error,t_value
Intercept,0.49919101875451877,0.45139352948727673,0.6600007773865639,0.7563491375437297
C(sex)[T.2],0.26510200042365967,0.08358248567443177,0.1515334281191852,1.7494621728952748
vwrec,-0.044074383663205756,0.36475339623850367,0.04838540604631695,-0.9109024241940955
age_c,0.036233799908830064,0.24234702370306735,0.03079028384449804,1.1767933057007116
BrainSegVol_delta_c,6.176121783590629e-05,4.131705398203016e-37,2.9008673237985765e-06,21.290604133881
