term,beta,p_value,std_error,z_value
Intercept,0.8756229781049982,0.0025007241695868933,0.2896293317770079,3.0232538007550973
C(sex)[T.2],-1.410590851207903,0.0004827832703254345,0.40416555335259335,-3.4901313075963847
time,-0.13494393920094044,0.07036412073380802,0.07457281013005922,-1.809559529345757
age_c,-0.03866257932265546,0.5863882638153017,0.07106081726680376,-0.544077324321976
BrainSegVol_c,6.0953235295799863e-05,0.0,1.5911392818175486e-06,38.30791935836903
Group Var,10.139484968425986,3.1364449338696703e-06,2.1750728054128903,4.661676125595816
