feature,PC1,PC2,PC3,PC4,PC5
aseg+DKT_ctx-rh-inferiortemporal,0.09219621374231277,-0.034750612959292965,0.04355943928632813,-0.04292301351476666,-0.07263840127113265
aseg+DKT_ctx-rh-insula,0.11239083702449384,-0.013604193612550018,0.01899866256187399,0.00419627469350609,-0.08304714717359069
aseg+DKT_ctx-rh-isthmuscingulate,0.07948202715751501,-0.10556210263774321,-0.02227764469913806,0.0031053312090744134,0.0057727351936441105
aseg+DKT_ctx-rh-lateraloccipital,0.08896288064368708,-0.06757876905878883,-0.0048694341586846485,-0.013968944454667155,0.023852021196947834
aseg+DKT_ctx-rh-lateralorbitofrontal,0.10785603193749148,-0.04349346557069421,0.02333999882062303,0.029689645820035766,-0.02694223224313992
aseg+DKT_ctx-rh-lingual,0.07099751766096603,-0.12656812875097018,-0.055698033796291936,-0.0813010881206476,0.08237086198665186
aseg+DKT_ctx-rh-medialorbitofrontal,0.10521633005314696,-0.042968014722237866,0.03646626931551936,-0.0001627795213535893,-0.06566978623031126
aseg+DKT_ctx-rh-middletemporal,0.1005550527943967,-0.024994897624345286,0.05266350457253293,0.0053969010009604565,-0.07880678726363198
aseg+DKT_ctx-rh-paracentral,0.09341861359440175,-0.03106124412069308,0.017756269217319633,-0.07113827942859423,-0.027485177889221973
aseg+DKT_ctx-rh-parahippocampal,0.0681155322465851,-0.0006811779129446625,0.010829513697072165,0.05780452448594066,0.19045277213912848
aseg+DKT_ctx-rh-parsopercularis,0.08035401829744608,-0.0250363384435156,0.006230502970339286,-0.09238658743668923,-0.16040156073724124
aseg+DKT_ctx-rh-parsorbitalis,0.05881208916426479,-0.060955506329819636,-0.018240780931909787,0.04115670670261605,0.019511314488180276
aseg+DKT_ctx-rh-parstriangularis,0.0866545276864581,-0.004002809337660964,-0.0778870655514464,-0.08465986992286774,-0.09918523103921147
aseg+DKT_ctx-rh-pericalcarine,0.04185031846189133,-0.10539212878474502,-0.08266124455645173,-0.07178342951825782,0.17583657567397598
aseg+DKT_ctx-rh-postcentral,0.09457332447050698,-0.08279095864977203,0.03702014957833434,-0.09742031865411863,-0.08236532161734417
aseg+DKT_ctx-rh-posteriorcingulate,0.06552189039054804,-0.08482972746480924,-0.025821800952920682,-0.054263158622871094,-0.030699505432742556
aseg+DKT_ctx-rh-precentral,0.10391949001157864,-0.058107634372441236,0.026933928474334786,-0.030928643030137332,-0.01322330535059377
aseg+DKT_ctx-rh-precuneus,0.10104745357357457,-0.09792333524199977,0.03248591967155592,-0.01707882491420852,0.009574054103613151
aseg+DKT_ctx-rh-rostralanteriorcingulate,0.07596848932762652,-0.045602340859574014,0.04801017908142389,0.05364600483908961,-0.035499344330638935
aseg+DKT_ctx-rh-rostralmiddlefrontal,0.0883125897950405,-0.06979111850859314,0.06505423200256856,0.06287779320202842,0.10536445696044035
aseg+DKT_ctx-rh-superiorfrontal,0.11589818975523877,-0.04374496875542931,0.026343189347638324,-0.035845547242415704,0.03455410210022616
aseg+DKT_ctx-rh-superiorparietal,0.0814905496580977,-0.0882023825945049,0.09540145687131404,-0.02931133619000323,-0.02524571946209696
aseg+DKT_ctx-rh-superiortemporal,0.10290342114340564,-0.05532212004905819,0.014103126677152654,-0.014681497644077099,-0.10016790292995935
aseg+DKT_ctx-rh-supramarginal,0.10083763370640102,-0.07131687621428273,0.009918234077176775,-0.053627650267194765,-0.13057529112369487
aseg+DKT_ctx-rh-transversetemporal,0.06788606298940095,-0.0837523623871821,-0.0031916714478937933,-0.013670756701858336,-0.14737809398567234
cerebellum.CerebNet_Cbm_Left_CrusI,0.07416254284627126,0.12932356645708204,-0.08618335782591967,-0.0885159259901859,-0.011592940125325106
cerebellum.CerebNet_Cbm_Left_CrusII,0.036264355557865294,0.16927316476297002,-0.04383087289531025,-0.1407461563285959,-0.008369252401510683
