term,beta,p_value,std_error,z_value
Intercept,0.8458323590416374,0.005335322336451681,0.3035946030741839,2.7860586139436636
C(sex)[T.2],-1.3697326314733467,0.0015688950316468083,0.4332364065218266,-3.1616286416694277
time,-0.13449498967147136,0.06395955736092297,0.07260338616648596,-1.8524616656730377
dose_xtc_c,0.1324844946003643,0.4928549317974741,0.19318941727018524,0.6857751137324359
time:dose_xtc_c,-0.20804593824242495,0.0073315352683012685,0.07758862005241153,-2.6813975825564214
age_c,-0.035499361105647324,0.624072394180098,0.07243482683700822,-0.4900869189005927
BrainSegVol_c,6.123540504063437e-05,3.89198716579354e-228,1.8989565561973463e-06,32.24686991431655
Group Var,11.018271286137464,3.43281431646081e-06,2.3730608475427797,4.643063113002978
