cohort,id,vwrec,PC1_pre,PC1_post,PC1_delta,structure
1,192,15,2.748914607402653,-0.5406148325051023,-3.2895294399077555,Thalamus
1,194,14,3.0451665137138537,1.9152311286076125,-1.1299353851062413,Thalamus
1,200,13,-5.3798597437811555,-0.3362844764531326,5.0435752673280225,Thalamus
1,201,15,-1.376084791119759,-4.55070865450557,-3.1746238633858113,Thalamus
1,204,13,4.147965542104808,2.1185662887499745,-2.0293992533548337,Thalamus
1,205,15,7.227938789571178,-7.322540594778422,-14.5504793843496,Thalamus
1,208,14,1.6766433956678353,-1.6678600850171668,-3.344503480685002,Thalamus
1,209,15,-0.8979661487991994,1.3570868962243576,2.255053045023557,Thalamus
1,210,14,-0.38077222266458033,-0.04278419216669037,0.33798803049788995,Thalamus
1,213,12,1.3726934903907577,3.8442547182722158,2.471561227881458,Thalamus
1,215,13,-0.09416660314091316,2.1069100438650015,2.2010766470059147,Thalamus
1,216,15,-3.5037785804539174,-3.5457223721326963,-0.04194379167877882,Thalamus
1,221,15,-1.4256324289716764,-0.7639003690619633,0.6617320599097131,Thalamus
1,223,11,1.290513690864846,-0.9635436375248887,-2.2540573283897345,Thalamus
1,225,14,-0.5190943540698764,-0.37703692570524006,0.1420574283646363,Thalamus
1,227,15,-3.1890536648212167,-6.321274881502587,-3.1322212166813705,Thalamus
1,229,12,-3.5968996546143233,-3.5915568157935747,0.005342838820748597,Thalamus
1,234,10,-3.487767657673051,-4.332377438674339,-0.8446097810012878,Thalamus
1,235,11,-1.0113689169749978,2.052388531607762,3.0637574485827597,Thalamus
1,236,12,-5.320540932413791,-4.360870015606689,0.9596709168071023,Thalamus
1,237,15,-1.349396707291852,4.556416621201347,5.905813328493199,Thalamus
1,238,11,-3.7607938150615845,-4.0600300544518495,-0.299236239390265,Thalamus
1,239,13,3.878220662647157,1.5476448133017398,-2.330575849345417,Thalamus
1,241,15,-1.4933604160167593,-2.537533876639863,-1.044173460623104,Thalamus
1,243,11,4.000987934859655,2.424225943613381,-1.5767619912462738,Thalamus
1,246,14,1.705037091118568,4.225061518959248,2.5200244278406805,Thalamus
1,248,15,2.265691989417662,1.8810426510210845,-0.38464933839657744,Thalamus
1,249,11,4.175976191057664,0.7244093304536121,-3.451566860604052,Thalamus
1,250,13,1.787743377443464,2.579762899149865,0.792019521706401,Thalamus
1,252,15,-2.0942461036511877,-5.916450839400125,-3.822204735748937,Thalamus
